#license: Apache-2.0
#mapping_set_id: https://w3id.org/lmodel/common-domain-model
#mapping_tool: https://w3id.org/linkml/
#creator_id: linkml_user
#mapping_date: 2026-05-21
#curie_map: 
# common_domain_model: https://w3id.org/lmodel/common-domain-model/
# linkml: https://w3id.org/linkml/
# schema: http://schema.org/
# fpml: http://www.fpml.org/coding-scheme/
# fpml_5_10: https://www.fpml.org/spec/fpml-5-10#
# isda: https://www.isda.org/specifications/
# icma: https://www.icmagroup.org/market-practice-and-regulatory-policy/
# gist: https://w3id.org/lmodel/gist/
# iso29100: https://w3id.org/lmodel/iso29100/
# oscal: https://w3id.org/lmodel/oscal/
# spdx: https://spdx.org/rdf/3.0.1/terms/
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	comment
common_domain_model:BrokerConfirmationTypeEnum#EuropeanCorporate	EuropeanCorporate	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#EuropeanCorporate		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#EuropeanRMBS	EuropeanRMBS	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#EuropeanRMBS		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#JapanCorporate	JapanCorporate	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#JapanCorporate		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#JapanSovereign	JapanSovereign	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#JapanSovereign		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#LatinAmericaCorporate	LatinAmericaCorporate	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#LatinAmericaCorporate		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#LatinAmericaCorporateBond	LatinAmericaCorporateBond	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#LatinAmericaCorporateBond		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#LatinAmericaCorporateBondOrLoan	LatinAmericaCorporateBondOrLoan	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#LatinAmericaCorporateBondOrLoan		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#LatinAmericaSovereign	LatinAmericaSovereign	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#LatinAmericaSovereign		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#MBX	MBX	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#MBX		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#MCDX	MCDX	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#MCDX		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#NewZealandCorporate	NewZealandCorporate	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#NewZealandCorporate		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#NewZealandSovereign	NewZealandSovereign	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#NewZealandSovereign		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#NorthAmericanCorporate	NorthAmericanCorporate	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#NorthAmericanCorporate		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
